Product (CE No.),Sub-fund (CE No.),Issuer,Authorisation date,Documents,Derivative funds,type
Allianz Global Investors Choice Fund (AFH733),Allianz Choice HK$ Cash Fund (AGK160),Allianz Global Investors Asia Pacific Limited,13/2/2001,Offering Documents,No,0;0;4;0;0;0;0;0;0;0;0;0;0
Allianz Global Investors Choice Fund (AFH733),Allianz Choice HK$ Liquidity Fund (AFH739),Allianz Global Investors Asia Pacific Limited,6/1/1999,Offering Documents,No,0;0;4;0;0;0;0;0;0;0;0;0;0
Allianz Global Investors Choice Fund (AFH733),Allianz Choice Hong Kong Fund (AJJ641),Allianz Global Investors Asia Pacific Limited,23/2/2004,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Allianz Global Investors Choice Fund (AFH733),Allianz Choice Japan Fund (BGA511),Allianz Global Investors Asia Pacific Limited,22/8/2016,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Allianz Global Investors Choice Fund (AFH733),Allianz Choice Oriental Fund (AUA431),Allianz Global Investors Asia Pacific Limited,24/3/2010,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Allianz Global Investors Choice Fund (AFH733),Allianz Choice RMB Money Market Fund (AZO362),Allianz Global Investors Asia Pacific Limited,29/1/2013,Offering Documents,No,0;0;4;0;0;0;0;0;0;0;0;0;0
Allianz Global Investors Choice Fund (AFH733),Allianz Choice Stable Growth Fund (AFH737),Allianz Global Investors Asia Pacific Limited,6/1/1999,Offering Documents,No,0;0;0;0;0;0;0;0;0;0;0;0;0
Allianz Global Investors Fund (AOY394),,Allianz Global Investors GmbH,4/10/2007,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Allianz Global Investors Fund (AOY394),Allianz All China Equity (BLX941),Allianz Global Investors GmbH,20/3/2018,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz American Income (BJG507),Allianz Global Investors GmbH,6/7/2017,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Asian Multi Income Plus (ARJ483),Allianz Global Investors GmbH,22/9/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Best Styles Euroland Equity (AOY398),Allianz Global Investors GmbH,4/10/2007,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Best Styles Global Equity (BNK988),Allianz Global Investors GmbH,10/12/2018,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz China A Opportunities (BRB844),Allianz Global Investors GmbH,16/6/2021,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz China A-Shares (BNV851),Allianz Global Investors GmbH,8/2/2019,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz China Equity (AQJ705),Allianz Global Investors GmbH,1/4/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz China Multi Income Plus (ART813),Allianz Global Investors GmbH,30/6/2009,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz China Strategic Bond (BRB845),Allianz Global Investors GmbH,16/6/2021,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Cyber Security (BOX144),Allianz Global Investors GmbH,23/12/2019,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Dynamic Asian High Yield Bond (BEQ328),Allianz Global Investors GmbH,4/6/2015,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Emerging Asia Equity (AQJ700),Allianz Global Investors GmbH,1/4/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Emerging Markets Select Bond (BLX943),Allianz Global Investors GmbH,20/3/2018,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Emerging Markets Short Duration Bond (BKR482),Allianz Global Investors GmbH,27/11/2017,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Emerging Markets SRI Bond (BOX146),Allianz Global Investors GmbH,23/12/2019,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Emerging Markets SRI Corporate Bond (BOX147),Allianz Global Investors GmbH,23/12/2019,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Enhanced All China Equity (AQJ703),Allianz Global Investors GmbH,1/4/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Euro High Yield Bond (AZL487),Allianz Global Investors GmbH,2/5/2013,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Euroland Equity Growth (AOY401),Allianz Global Investors GmbH,4/10/2007,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Europe Equity Growth (AOY400),Allianz Global Investors GmbH,4/10/2007,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Europe Equity Growth Select (BBL403),Allianz Global Investors GmbH,11/2/2014,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Europe Income and Growth (BFS302),Allianz Global Investors GmbH,16/11/2015,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz European Equity Dividend (ASO849),Allianz Global Investors GmbH,30/6/2009,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Flexi Asia Bond (AYK107),Allianz Global Investors GmbH,16/2/2012,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Food Security (BQC321),Allianz Global Investors GmbH,23/10/2020,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz GEM Equity High Dividend (APW786),Allianz Global Investors GmbH,5/12/2007,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Global Artificial Intelligence (BKR475),Allianz Global Investors GmbH,27/11/2017,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Global Credit SRI (BKR480),Allianz Global Investors GmbH,27/11/2017,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Global Equity Growth (BRB846),Allianz Global Investors GmbH,16/6/2021,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Global Equity Unconstrained (AQJ683),Allianz Global Investors GmbH,1/4/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Global Floating Rate Notes Plus (BNK990),Allianz Global Investors GmbH,10/12/2018,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Global High Yield (BKR476),Allianz Global Investors GmbH,27/11/2017,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Global Hi-Tech Growth (AQJ689),Allianz Global Investors GmbH,1/4/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Global Income (BOX145),Allianz Global Investors GmbH,23/12/2019,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Global Intelligent Cities Income (BOX148),Allianz Global Investors GmbH,23/12/2019,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Global Metals and Mining (AWT555),Allianz Global Investors GmbH,1/2/2012,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Global Multi Asset Sustainability Balanced (BLX944),Allianz Global Investors GmbH,20/3/2018,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Global Multi-Asset Credit (BKR479),Allianz Global Investors GmbH,27/11/2017,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Global Opportunistic Bond (BIG309),Allianz Global Investors GmbH,22/11/2016,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Global Small Cap Equity (BBL404),Allianz Global Investors GmbH,11/2/2014,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Global Sustainability (AOY397),Allianz Global Investors GmbH,4/10/2007,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Global Water (BRB847),Allianz Global Investors GmbH,16/6/2021,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Green Bond (BOX149),Allianz Global Investors GmbH,23/12/2019,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz High Dividend Asia Pacific Equity (BGY171),Allianz Global Investors GmbH,11/5/2016,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz HKD Income (AZN102),Allianz Global Investors GmbH,28/12/2012,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Hong Kong Equity (AQJ691),Allianz Global Investors GmbH,1/4/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Income and Growth (AZN103),Allianz Global Investors GmbH,28/12/2012,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz India Equity (AQJ692),Allianz Global Investors GmbH,1/4/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Indonesia Equity (AQJ693),Allianz Global Investors GmbH,1/4/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Japan Equity (AQJ694),Allianz Global Investors GmbH,1/4/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Korea Equity (AQJ695),Allianz Global Investors GmbH,1/4/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Little Dragons (AQJ697),Allianz Global Investors GmbH,1/4/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Oriental Income (AQJ699),Allianz Global Investors GmbH,1/4/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Pet and Animal Wellbeing (BOX150),Allianz Global Investors GmbH,23/12/2019,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Positive Change (BRB848),Allianz Global Investors GmbH,16/6/2021,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Renminbi Fixed Income (BRB849),Allianz Global Investors GmbH,16/6/2021,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Selective Global High Income (BKR477),Allianz Global Investors GmbH,27/11/2017,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Smart Energy (BRB850),Allianz Global Investors GmbH,16/6/2021,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Thailand Equity (AQJ702),Allianz Global Investors GmbH,1/4/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Thematica (BNV849),Allianz Global Investors GmbH,8/2/2019,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz Total Return Asian Equity (AQJ704),Allianz Global Investors GmbH,1/4/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz US Equity Fund (AOY404),Allianz Global Investors GmbH,4/10/2007,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz US Equity Plus (BJG506),Allianz Global Investors GmbH,6/7/2017,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz US High Yield (AUD990),Allianz Global Investors GmbH,15/3/2010,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allianz Global Investors Fund (AOY394),Allianz US Short Duration High Income Bond (BAL415),Allianz Global Investors GmbH,15/5/2013,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allspring (Lux) Worldwide Fund (ART572),,Allspring Global Investments Luxembourg S.A.,14/9/2009,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Allspring (Lux) Worldwide Fund (ART572),Allspring (Lux) Worldwide Fund - Climate Transition Global Investment Grade Credit Fund (BQG518),Allspring Global Investments Luxembourg S.A.,30/12/2020,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allspring (Lux) Worldwide Fund (ART572),Allspring (Lux) Worldwide Fund - Emerging Markets Equity Fund (BBJ503),Allspring Global Investments Luxembourg S.A.,1/4/2014,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allspring (Lux) Worldwide Fund (ART572),Allspring (Lux) Worldwide Fund - Emerging Markets Equity Income Fund (BJJ039),Allspring Global Investments Luxembourg S.A.,15/5/2017,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allspring (Lux) Worldwide Fund (ART572),Allspring (Lux) Worldwide Fund - EUR Investment Grade Credit Fund (BOP996),Allspring Global Investments Luxembourg S.A.,12/11/2019,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allspring (Lux) Worldwide Fund (ART572),Allspring (Lux) Worldwide Fund - Global Factor Enhanced Equity Fund (BQG517),Allspring Global Investments Luxembourg S.A.,30/12/2020,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allspring (Lux) Worldwide Fund (ART572),Allspring (Lux) Worldwide Fund - Global Long/Short Equity Fund (BOP997),Allspring Global Investments Luxembourg S.A.,12/11/2019,Offering Documents,Yes,0;0;0;0;0;0;0;0;0;11;0;0;0
Allspring (Lux) Worldwide Fund (ART572),Allspring (Lux) Worldwide Fund - Global Small Cap Equity Fund (BQG519),Allspring Global Investments Luxembourg S.A.,30/12/2020,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allspring (Lux) Worldwide Fund (ART572),Allspring (Lux) Worldwide Fund - Small Cap Innovation Fund (BQG520),Allspring Global Investments Luxembourg S.A.,30/12/2020,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allspring (Lux) Worldwide Fund (ART572),Allspring (Lux) Worldwide Fund - U.S. All Cap Growth Fund (ART574),Allspring Global Investments Luxembourg S.A.,14/9/2009,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allspring (Lux) Worldwide Fund (ART572),Allspring (Lux) Worldwide Fund - U.S. Large Cap Growth Fund (ART575),Allspring Global Investments Luxembourg S.A.,14/9/2009,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allspring (Lux) Worldwide Fund (ART572),Allspring (Lux) Worldwide Fund - U.S. Select Equity Fund (BJJ042),Allspring Global Investments Luxembourg S.A.,15/5/2017,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allspring (Lux) Worldwide Fund (ART572),Allspring (Lux) Worldwide Fund - U.S. Short-Term High Yield Bond Fund (BJJ043),Allspring Global Investments Luxembourg S.A.,15/5/2017,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Allspring (Lux) Worldwide Fund (ART572),Allspring (Lux) Worldwide Fund - USD Investment Grade Credit Fund (BOP990),Allspring Global Investments Luxembourg S.A.,12/11/2019,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Alquity SICAV (AUS161),,East Capital Asset Management S.A.,23/12/2010,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Alquity SICAV (AUS161),Alquity Africa Fund (AUS162),East Capital Asset Management S.A.,23/12/2010,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Alquity SICAV (AUS161),Alquity Asia Fund (BDI151),East Capital Asset Management S.A.,30/10/2014,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Alquity SICAV (AUS161),Alquity Future World Fund (BDI152),East Capital Asset Management S.A.,30/10/2014,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Alquity SICAV (AUS161),Alquity Indian Subcontinent Fund (BDI153),East Capital Asset Management S.A.,30/10/2014,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Amundi Asia Funds (BSG577),,Amundi Luxembourg S.A.,7/9/2022,,,0;0;0;0;0;0;0;0;0;0;0;0;0
Amundi Asia Funds (BSG577),CIO Barbell Income Fund (BSG578),Amundi Luxembourg S.A.,7/9/2022,,No,0;0;0;0;0;0;0;0;0;0;0;0;0
Amundi Funds (AGC783),,Amundi Luxembourg S.A.,16/1/2001,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Amundi Funds (AGC783),Asia Equity Concentrated (AGC784),Amundi Luxembourg S.A.,16/1/2001,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Amundi Funds (AGC783),Cash USD (AWN203),Amundi Luxembourg S.A.,12/4/2011,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Amundi Funds (AGC783),China Equity (BNU344),Amundi Luxembourg S.A.,11/2/2019,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Amundi Funds (AGC783),Emerging Markets Bond (BPS132),Amundi Luxembourg S.A.,6/8/2020,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Amundi Funds (AGC783),Emerging Markets Equity Focus (AQA227),Amundi Luxembourg S.A.,14/2/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Amundi Funds (AGC783),Emerging Markets Green Bond (BRG218),Amundi Luxembourg S.A.,14/7/2021,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Amundi Funds (AGC783),Emerging World Equity (AWN204),Amundi Luxembourg S.A.,12/4/2011,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Amundi Funds (AGC783),Equity MENA (AWN200),Amundi Luxembourg S.A.,12/4/2011,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Amundi Funds (AGC783),Euro High Yield Bond (AGC798),Amundi Luxembourg S.A.,16/1/2001,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Amundi Funds (AGC783),Global Bond (AGC803),Amundi Luxembourg S.A.,16/1/2001,Offering Documents,Yes,0;0;0;0;0;0;0;0;0;11;0;0;0
Amundi Funds (AGC783),Global High Yield Bond (BPS133),Amundi Luxembourg S.A.,6/8/2020,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Amundi Funds (AGC783),Latin America Equity (AOX840),Amundi Luxembourg S.A.,6/6/2007,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Amundi Funds (AGC783),Pioneer Global Equity (BNU341),Amundi Luxembourg S.A.,11/2/2019,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Amundi Funds (AGC783),Pioneer US Bond (BPS134),Amundi Luxembourg S.A.,6/8/2020,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Amundi Funds (AGC783),Pioneer US Equity Research Value (BNU342),Amundi Luxembourg S.A.,11/2/2019,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Amundi Funds (AGC783),Real Assets Target Income (BSY454),Amundi Luxembourg S.A.,23/11/2022,,No,0;0;0;0;0;0;0;0;0;0;0;0;0
Amundi Funds (AGC783),SBI FM India Equity (ANN747),Amundi Luxembourg S.A.,27/9/2006,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Amundi Funds (AGC783),Sustainable Top European Players (BNU343),Amundi Luxembourg S.A.,11/2/2019,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Amundi Harvest Funds (AJE720),,Amundi Hong Kong Limited,6/11/2003,,,0;0;0;0;0;0;0;0;0;0;0;0;0
Amundi Harvest Funds (AJE720),Amundi Vietnam Opportunities Fund (AOU221),Amundi Hong Kong Limited,3/5/2007,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Amundi HK MPF Series (AMW927),,Amundi Hong Kong Limited,8/3/2006,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Amundi HK MPF Series (AMW927),Amundi HK - Green Planet Fund (AMW928),Amundi Hong Kong Limited,8/3/2006,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Amundi HK Portfolios (ATH930),,Amundi Hong Kong Limited,27/10/2009,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Amundi HK Portfolios (ATH930),Amundi HK - Asian Bond Fixed Maturity Fund 2023 (BPJ964),Amundi Hong Kong Limited,23/3/2020,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Amundi HK Portfolios (ATH930),Amundi HK - Balanced Fund (AUB765),Amundi Hong Kong Limited,13/1/2010,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Amundi HK Portfolios (ATH930),Amundi HK - Defensive Balanced Fund (ATH931),Amundi Hong Kong Limited,27/10/2009,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Amundi HK Portfolios (ATH930),Amundi HK - Disruptive Opportunities Equity Fund (BJU706),Amundi Hong Kong Limited,11/8/2017,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Amundi HK Portfolios (ATH930),Amundi HK - Global Ageing Planet Opportunities Fund (BEH544),Amundi Hong Kong Limited,25/2/2015,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Amundi HK Portfolios (ATH930),Amundi HK - Global Multi-Thematic Equity Fund (BLI022),Amundi Hong Kong Limited,28/12/2017,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Amundi HK Portfolios (ATH930),Amundi HK - Growth Fund (AUB766),Amundi Hong Kong Limited,13/1/2010,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Amundi HK Portfolios (ATH930),Amundi HK - Money Market USD Fund (AUB767),Amundi Hong Kong Limited,13/1/2010,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Amundi HK Portfolios (ATH930),Amundi HK - New Generation Asia Pacific Equity Dividend Fund (BAZ657),Amundi Hong Kong Limited,13/8/2013,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Amundi HK Portfolios (ATH930),Amundi HK - Sustainable Food For Generations (BSJ005),Amundi Hong Kong Limited,19/7/2022,,No,0;0;0;0;0;0;0;0;0;0;0;0;0
Amundi HK Portfolios (ATH930),Amundi HK – MedTech Fund (BSJ006),Amundi Hong Kong Limited,19/7/2022,,No,0;0;0;0;0;0;0;0;0;0;0;0;0
Architas Multi-Manager Global Managed Funds Unit Trust (BLW767),,Architas Multi-Manager Europe Limited,20/4/2018,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Architas Multi-Manager Global Managed Funds Unit Trust (BLW767),Architas Flexible Bond (BLW770),Architas Multi-Manager Europe Limited,20/4/2018,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Architas Multi-Manager Global Managed Funds Unit Trust (BLW767),Architas Flexible Equity (BLW769),Architas Multi-Manager Europe Limited,20/4/2018,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
